feature0,feature1,feature2,feature3,feature4,output
0.5196,36.47,-1.729,130.02,4.051,0
0.2733,38.33,-1.350,155.03,1.938,0
0.6900,18.22,-1.676,145.77,1.245,0
0.0415,29.77,-1.330,260.04,4.503,1
0.8019,15.54,-1.800,208.05,4.618,1
0.3368,34.31,-1.884,175.41,0.078,0
0.8224,36.38,-1.607,130.84,2.033,0
0.1101,8.26,-1.160,229.73,0.789,1
0.8179,9.80,-1.729,537.02,1.543,1
0.3447,22.33,-1.831,184.98,2.598,0
0.3004,2.08,-1.161,158.26,4.128,0
0.9906,32.76,-1.881,139.79,4.629,0
0.1525,32.60,-1.713,488.43,2.898,1
0.5662,40.23,-1.683,102.63,4.991,0
0.3772,38.23,-1.138,220.45,0.753,1
0.4363,39.78,-1.620,198.54,1.498,1
0.0326,3.25,-1.232,233.95,0.901,1
0.7402,5.50,-1.228,1384.45,2.715,1
0.3842,9.56,-1.329,108.35,2.034,0
0.6207,28.33,-1.732,589.25,3.948,1
0.6142,25.25,-1.108,318.25,0.016,1
0.7928,2.16,-1.931,927.39,0.363,1
0.3245,0.69,-1.377,470.28,0.370,1
0.0809,20.21,-1.470,520.97,1.259,1
0.6652,16.96,-1.153,131.00,3.389,0
0.6119,4.00,-1.798,139.92,3.252,0
0.7032,11.25,-1.615,8633.75,3.856,1
0.1724,38.99,-1.104,108.93,0.597,0
0.7532,34.31,-1.656,162.40,2.884,0
0.3509,2.89,-1.662,171.58,2.046,0
0.8446,0.39,-1.344,251.38,0.520,1
0.5725,3.59,-1.544,182.56,4.288,0
0.4653,18.91,-1.399,437.82,2.433,1
0.8089,0.76,-1.230,804.50,2.541,1
0.7566,14.41,-1.384,205.70,0.038,0
0.4634,38.41,-1.185,892.13,1.927,1
0.6312,2.78,-1.878,197.99,3.945,0
0.7968,40.82,-1.936,285.67,0.604,1
0.9347,4.80,-1.977,131.68,1.101,0
0.9015,20.48,-1.100,185.27,3.974,0
0.0003,16.23,-1.773,11683.56,4.798,1
0.0388,37.73,-1.467,243.70,1.585,1
0.3691,4.86,-1.469,134.71,1.789,0
0.5381,18.63,-1.790,385.78,0.404,1
0.3301,7.14,-1.638,339.53,0.791,1
0.0851,12.28,-1.959,100.46,4.222,0
0.4177,12.57,-1.360,477.08,2.177,1
0.2941,4.89,-1.552,609.69,3.738,1
0.3861,40.59,-1.080,246.74,3.494,1
0.9106,40.97,-1.162,1481.74,1.172,1
0.1363,11.66,-1.591,230.23,2.852,1
0.8103,13.58,-1.056,534.14,0.488,1
0.9214,33.25,-1.581,184.85,1.123,0
0.3639,36.97,-1.383,501.28,1.808,1
0.1227,21.92,-1.057,1328.94,0.206,1
0.4984,37.15,-1.997,570.59,3.642,1
0.3090,25.36,-1.342,349.82,2.442,1
0.3968,34.93,-1.799,739.96,2.883,1
0.9202,1.96,-1.535,556.93,4.175,1
0.7971,23.93,-1.651,434.71,1.334,1
0.1344,35.93,-1.318,244.64,3.685,1
0.0492,24.32,-1.681,1970.20,3.961,1
0.5553,1.94,-1.284,230.19,1.539,1
0.8034,13.08,-1.903,509.10,3.224,1
0.7163,25.06,-1.841,554.53,4.164,1
0.4985,26.90,-1.243,249.84,2.265,1
0.8352,38.03,-1.702,419.74,3.052,1
0.7918,8.77,-1.692,195.15,1.460,0
0.2274,23.86,-1.908,283.34,2.086,1
0.0888,34.83,-1.268,646.28,0.750,1
0.6222,9.95,-1.438,260.88,0.415,1
0.2638,2.30,-1.005,474.63,2.318,1
0.8061,19.77,-1.382,229.87,3.016,1
0.1483,28.98,-1.265,140.81,3.740,0
0.4160,4.93,-1.416,703.66,4.574,1
0.0716,36.33,-1.351,216.16,2.709,1
0.8156,5.94,-1.972,151.93,4.643,0
0.5766,19.19,-1.747,137.05,1.449,0
0.2281,20.74,-1.202,301.59,4.886,1
0.8543,6.84,-1.294,144.99,2.832,0
0.1938,27.96,-2.000,1204.49,2.736,1
0.6371,23.49,-1.310,140.51,3.040,0
0.9098,33.84,-1.091,202.62,4.465,1
0.4906,24.02,-1.858,107.26,2.147,0
0.6584,23.58,-1.463,161.67,4.643,0
0.1254,6.14,-1.444,765.58,2.684,1
0.8104,9.85,-1.252,148.43,0.404,0
0.5246,25.99,-1.659,115.99,0.724,0
0.3855,1.63,-1.014,292.71,3.330,1
0.0999,24.34,-1.524,171.47,4.224,0
0.8826,26.43,-1.145,244.84,3.649,1
0.5536,21.05,-1.370,181.15,1.749,0
0.6630,0.16,-1.927,254.78,1.657,1
0.6613,14.96,-1.138,202.73,2.649,0
0.1284,3.55,-1.282,230.30,2.002,1
0.3792,41.55,-1.528,114.14,3.670,0
0.9356,37.97,-1.128,111.48,3.556,0
0.8444,19.11,-1.846,173.83,4.577,0
0.5831,14.40,-1.275,307.21,1.107,1
0.3192,23.06,-1.916,495.22,1.980,1
0.6042,31.20,-1.804,122.01,0.831,0
0.5465,28.57,-1.632,227.93,0.321,1
0.8734,29.00,-1.867,136.26,2.298,0
0.4530,10.33,-1.606,116.28,1.159,0
0.9193,24.51,-1.008,258.99,1.533,1
0.5596,7.33,-1.660,233.88,1.939,1
0.7527,32.47,-1.466,647.83,2.883,1
0.7296,40.83,-1.380,137.80,1.645,0
0.3185,27.30,-1.077,136.43,3.257,0
0.1940,37.99,-1.566,3230.80,4.854,1
0.9158,33.93,-1.397,569.73,3.763,1
0.8077,3.18,-1.546,741.60,4.999,1
0.5973,29.09,-1.516,135.84,2.240,0
0.6881,24.96,-1.307,102.33,0.266,0
0.8268,0.03,-1.846,101.51,1.299,0
0.2151,21.57,-1.254,373.72,2.622,1
0.3727,26.60,-1.326,180.77,1.854,0
0.5816,11.38,-1.632,233.64,1.575,1
0.2563,24.48,-1.083,201.74,4.971,1
0.9183,10.39,-1.133,1210.30,4.484,1
0.4032,26.48,-1.541,368.16,1.932,1
0.4975,13.36,-1.479,190.16,0.481,0
0.7148,32.68,-1.279,120.14,4.720,0
0.6705,29.94,-1.599,116.20,4.326,0
0.4632,25.62,-1.001,503.67,3.385,1
0.3270,29.15,-1.085,108.86,2.253,0
0.9969,7.55,-1.776,1228.43,1.777,1
0.5766,35.60,-1.340,235.62,1.698,1
0.6307,41.97,-1.103,133.46,0.735,0
0.6366,31.63,-1.261,128.05,4.896,0
0.6034,19.84,-1.293,734.32,4.459,1
0.1515,14.16,-1.457,688.64,4.039,1
0.0497,36.38,-1.473,167.48,3.509,0
0.2338,39.51,-1.208,350.10,3.581,1
0.8984,7.20,-1.106,503.79,0.647,1
0.7799,19.21,-1.326,109.65,3.698,0
0.4509,38.88,-1.171,136.82,0.937,0
0.2109,19.96,-1.366,227.81,4.787,1
0.4731,2.77,-1.732,100.79,1.632,0
0.8883,5.44,-1.654,287.53,0.449,1
0.9757,37.58,-1.159,298.26,3.008,1
0.4680,0.96,-1.131,145.52,4.024,0
0.3411,14.64,-1.177,3384.02,2.573,1
0.3314,24.41,-1.232,145.51,4.570,0
0.1384,21.23,-1.372,104.81,4.759,0
0.6629,11.63,-1.832,137.82,1.889,0
0.2687,0.07,-1.240,299.07,3.073,1
0.4645,13.10,-1.728,111.54,4.023,0
0.0817,2.75,-1.801,437.13,4.600,1
0.7760,12.98,-1.158,200.83,0.484,0
0.7541,36.04,-1.809,115.03,2.304,0
0.1222,37.71,-1.349,123.07,1.586,0
0.6344,35.51,-1.530,163.42,1.609,0
0.9926,22.26,-1.199,217.32,0.885,1
0.9175,38.09,-1.463,184.31,1.614,0
0.2591,22.60,-1.435,327.55,4.080,1
0.0635,30.21,-1.685,117.64,0.959,0
0.4034,4.56,-1.500,124.87,2.441,0
0.8313,34.98,-1.097,1335.35,3.837,1
0.3193,6.23,-1.021,137.51,0.965,0
0.8268,17.85,-1.713,142.89,1.098,0
0.1027,31.15,-1.962,217.17,1.182,1
0.6339,20.18,-1.574,506.93,2.336,1
0.4977,9.77,-1.053,492.92,3.665,1
0.0807,22.65,-1.376,335.01,0.849,1
0.6255,30.68,-1.071,212.07,2.495,1
0.0984,38.76,-1.754,161.63,4.376,0
0.9308,30.58,-1.341,158.11,4.955,0
0.1742,31.44,-1.229,118.68,4.333,0
0.3041,18.12,-1.816,282.18,2.526,1
0.2037,3.41,-1.500,104.72,2.601,0
0.5131,21.61,-1.446,156.80,4.597,0
0.8675,12.29,-1.268,133.71,1.525,0
0.0494,11.51,-1.751,2167.45,3.504,1
0.6494,16.16,-1.502,292.86,0.214,1
0.4730,12.50,-1.511,1667.31,3.249,1
0.5563,21.59,-1.746,386.57,2.265,1
0.2667,29.84,-1.968,873.13,0.252,1
0.1889,33.53,-1.981,130.54,4.970,0
0.0614,5.83,-1.609,2746.94,1.301,1
0.3525,12.28,-1.011,179.78,1.778,0
0.0976,27.43,-1.262,122.75,3.714,0
0.1175,27.03,-1.506,394.61,4.258,1
0.7094,41.22,-1.435,784.30,2.951,1
0.4751,32.28,-1.477,129.14,1.094,0
0.9514,7.90,-1.553,113.28,2.225,0
0.2437,1.84,-1.307,110.10,3.315,0
0.7903,6.49,-1.150,225.02,3.288,1
0.0382,7.40,-1.622,102.72,1.275,0
0.3333,25.47,-1.558,120.41,2.588,0
0.1974,20.38,-1.584,208.01,1.136,1
0.6868,40.69,-1.897,424.91,2.598,1
0.9895,32.46,-1.110,2153.35,1.025,1
0.3065,3.74,-1.920,111.03,0.779,0
0.9848,39.79,-1.387,179.09,3.724,0
0.2101,9.10,-1.927,107.60,2.399,0
0.6469,35.79,-1.844,136.53,3.099,0
0.5382,29.49,-1.396,128.46,1.230,0
0.2853,12.16,-1.714,141.75,2.109,0
0.5393,24.55,-1.402,481.36,1.960,1
0.0106,23.09,-1.916,247.27,0.871,1
0.7663,29.74,-1.329,163.35,4.185,0
0.1056,3.91,-1.488,114.32,3.032,0
0.7624,31.22,-1.814,364.41,2.164,1
0.7850,29.60,-1.049,1764.24,2.615,1
0.7023,24.67,-1.475,112.17,2.610,0
0.0534,40.55,-1.051,509.51,3.228,1
0.7838,6.06,-1.534,751.37,0.625,1
0.8363,14.19,-1.221,102.90,2.284,0
0.8347,24.30,-1.320,391.35,3.469,1
0.6769,15.97,-1.796,123.00,4.040,0
0.8353,15.23,-1.292,293.35,2.913,1
0.6309,17.37,-1.759,114.55,2.076,0
0.3356,41.40,-1.295,278.70,2.984,1
0.0243,20.88,-1.480,128.62,1.462,0
0.0793,6.87,-1.409,245.81,4.586,1
0.0552,17.74,-1.173,102.32,3.642,0
0.2902,41.56,-1.797,196.10,1.623,1
0.8248,1.83,-1.641,674.66,2.784,1
0.8225,14.11,-1.348,137.00,2.473,0
0.8988,41.08,-1.584,383.07,1.593,1
0.7629,8.38,-1.655,109.19,2.215,0
0.4630,10.93,-1.437,298.70,4.741,1
0.6736,30.83,-1.570,136.82,1.338,0
0.1978,2.81,-1.490,240.98,4.837,1
0.7981,30.45,-1.593,6984.81,3.504,1
0.2279,5.10,-1.033,235.01,4.404,1
0.5746,38.01,-1.891,161.03,3.591,0
0.5847,33.57,-1.138,233.94,3.386,1
0.3107,5.07,-1.422,179.25,1.901,0
0.1518,21.98,-1.491,141.97,3.124,0
0.0076,5.68,-1.406,1354.65,0.213,1
0.7640,21.84,-1.621,215.04,0.508,1
0.9625,6.56,-1.048,121.39,0.985,0
0.1244,37.88,-1.862,123.08,0.477,0
0.8392,31.38,-1.640,109.07,0.427,0
0.2459,38.43,-1.240,135.56,2.438,0
0.5473,0.01,-1.988,175.81,1.487,0
0.8654,33.07,-1.947,2287.86,4.552,1
0.2031,41.89,-1.950,118.33,0.936,0
0.5069,13.20,-1.505,299.20,0.481,1
0.1064,2.85,-1.883,827.84,4.146,1
0.7713,5.68,-1.890,1326.85,1.866,1
0.5381,41.47,-1.215,1367.00,2.741,1
0.8201,30.88,-1.464,168.86,2.965,0
0.9860,20.38,-1.558,326.72,3.801,1
0.6117,36.93,-1.444,3158.44,4.889,1
0.4044,24.46,-1.626,126.92,4.655,0
0.0996,14.23,-1.860,234.60,2.422,1
0.3127,35.38,-1.379,133.87,0.561,0
0.5463,2.03,-1.407,657.40,2.441,1
0.9791,19.00,-1.885,411.48,2.632,1
0.2360,36.84,-1.837,550.12,1.334,1
0.9105,28.28,-1.179,230.59,2.672,1
0.9554,40.22,-1.324,201.99,3.209,1
0.1972,41.94,-1.299,290.59,2.925,1
0.5669,16.72,-1.685,37018.73,2.997,1
0.5129,37.22,-1.665,268.52,0.987,1
0.1348,18.63,-1.171,2231.41,0.238,1
0.3503,4.70,-1.193,162.99,4.948,0
